Date,State,Residents.Confirmed,Staff.Confirmed,Residents.Deaths,Staff.Deaths,Residents.Tadmin,Residents.Tested,Residents.Active,Staff.Active,Staff.Initiated,Residents.Initiated,Residents.Completed,Staff.Completed,Residents.Vadmin,Staff.Vadmin
2021-04-18,Colorado,8862,1706,29,0,204381,19498,34,,3035,9542,,,,
2021-04-25,Colorado,8922,1749,29,0,209359,19630,88,,3227,9703,,,,
2021-05-02,Colorado,8951,1865,29,0,214220,19804,75,,3296,9774,,,,
2021-05-09,Colorado,8967,1884,29,0,217172,19919,79,,3328,9877,,,,
2021-05-16,Colorado,8979,1907,29,0,221040,20097,21,,3434,10113,,,,
2021-05-23,Colorado,8980,1920,29,0,223801,20251,7,,3474,10219,,,,
2021-05-30,Colorado,8983,1933,29,0,226598,20326,5,,3611,10335,,,,
2021-06-06,Colorado,8985,1943,29,0,229682,,3,,3618,10455,,,,
2021-06-13,Colorado,8986,1948,29,0,230798,20591,2,,3618,10541,,,,
2021-06-20,Colorado,8986,1959,29,0,232231,20775,2,,3633,10661,,,,
2021-06-27,Colorado,8988,1975,29,,233637,,3,,3637,10801,,,,
2021-07-04,Colorado,8991,1977,29,,234989,,5,,3638,10813,,,,
2021-07-11,Colorado,8991,1986,29,,236169,,3,,3658,11016,,,,
2021-07-18,Colorado,8991,1986,29,,236169,,0,,3658,11016,,,,
2020-03-22,Connecticut,,,0,0,,,,,,,,,,
2020-03-29,Connecticut,7,3,0,0,,37,,,,,,,,
2020-04-05,Connecticut,184,59,0,0,,124,,,,,,,,
2020-04-12,Connecticut,246,165,1,0,,,,,,,,,,
2020-04-19,Connecticut,357,282,1,0,,,,,,,,,,
2020-04-26,Connecticut,443,335,3,0,,,,,,,,,,
2020-05-03,Connecticut,505,365,6,0,,,,,,,,,,
2020-05-10,Connecticut,598,369,6,0,,,,,,,,,,
2020-05-17,Connecticut,789,375,6,0,,,,,,,,,,
2020-05-24,Connecticut,853,380,7,0,,948,,,,,,,,
2020-05-31,Connecticut,871,380,7,0,,965,,,,,,,,
2020-06-07,Connecticut,1210,380,7,0,,,,,,,,,,
2020-06-14,Connecticut,1227,380,7,0,,6249,,,,,,,,
2020-06-21,Connecticut,1256,380,7,0,,,,,,,,,,
2020-06-28,Connecticut,1342,380,7,0,,9504,,,,,,,,
2020-07-05,Connecticut,1343,381,7,0,,10114,,,,,,,,
2020-07-12,Connecticut,1343,382,7,0,,10014,,,,,,,,
2020-07-19,Connecticut,1356,383,7,0,,10016,,,,,,,,
2020-07-26,Connecticut,1401,386,7,0,10840,,,,,,,,,
2020-08-02,Connecticut,1433,388,7,0,11274,,,,,,,,,
2020-08-09,Connecticut,1446,391,7,0,12629,,,,,,,,,
2020-08-16,Connecticut,1500,394,7,0,13778,,,,,,,,,
2020-08-23,Connecticut,1538,394,7,0,15173,,,,,,,,,
2020-08-30,Connecticut,1549,399,7,0,17459,,,,,,,,,
2020-09-06,Connecticut,1553,403,7,0,17664,,,,,,,,,
2020-09-13,Connecticut,1558,407,7,0,18348,,,,,,,,,
2020-09-20,Connecticut,1558,408,7,0,18348,,,,,,,,,
2020-09-27,Connecticut,1558,413,7,0,18348,,,,,,,,,
2020-10-04,Connecticut,1558,424,7,0,18348,,,,,,,,,
2020-10-11,Connecticut,1634,440,7,0,,19407,,,,,,,,
2020-10-18,Connecticut,1669,460,7,0,20117,,,,,,,,,
2020-10-25,Connecticut,1676,482,7,0,20646,,,,,,,,,
2020-11-01,Connecticut,1676,503,7,0,22341,,,,,,,,,
2020-11-08,Connecticut,1688,556,7,0,22341,,,,,,,,,
2020-11-15,Connecticut,1778,612,8,0,23065,,,,,,,,,
2020-11-22,Connecticut,1809,668,8,0,23125,,,,,,,,,
2020-11-29,Connecticut,1930,732,8,0,23246,,,,,,,,,
2020-12-06,Connecticut,2382,827,10,0,25291,,,,,,,,,
2020-12-13,Connecticut,2805,,11,,,,,,,,,,,
2020-12-20,Connecticut,3114,982,13,0,30909,,,,,,0,0,,
2020-12-27,Connecticut,3343,998,13,0,,,,,,,0,0,,
2021-01-03,Connecticut,3537,1127,15,0,38489,,,,,,0,0,,
2021-01-10,Connecticut,3508,1234,16,0,,,,,,,0,,,
2021-01-17,Connecticut,3753,1313,17,0,44161,,,,,,0,,,
2021-01-24,Connecticut,3738,1411,19,0,48558,,,,,,0,,,
2021-01-31,Connecticut,3811,1447,19,0,53885,,,,,,0,,,
2021-02-07,Connecticut,3879,,19,,,,,,,,,,,
2021-02-14,Connecticut,3932,1502,19,0,59338,,,,,,,,,
2021-02-21,Connecticut,3968,1537,19,0,63305,,,,2392,978,,,,
2021-02-28,Connecticut,4117,1548,19,0,68823,,,,2455,1500,,,,
2021-03-07,Connecticut,4193,1561,19,0,73559,,,,2503,2327,,,,
2021-03-14,Connecticut,4245,1582,19,0,78729,,,,2549,3362,,,,
2021-03-21,Connecticut,4352,1613,19,0,83266,,,,2600,4134,,,,
2021-03-28,Connecticut,4362,1625,19,0,88491,,,,2658,4134,,,,
2021-04-04,Connecticut,4397,1634,19,0,92322,,,,2697,4362,,,,
2021-04-11,Connecticut,4399,1647,19,0,98599,,,,2697,4367,,,,
2021-04-18,Connecticut,4444,1653,19,0,103484,,,,2697,4362,,,,
2021-04-25,Connecticut,4469,1664,19,0,103484,,,,2697,4386,,,,
2021-05-02,Connecticut,4476,1667,19,0,113335,,,,2697,4532,,,,
2021-05-09,Connecticut,4475,1684,19,0,113335,,,,2697,4600,,,,
2021-05-16,Connecticut,4486,1686,19,0,120109,,,,2697,4714,,,,
2021-05-23,Connecticut,4523,1687,19,0,125072,,,,2697,4714,,,,
2021-05-30,Connecticut,4543,1689,19,0,129735,,,,2697,4806,,,,
2021-06-06,Connecticut,4546,1690,19,0,134780,,,,2697,4817,,,,
2021-06-13,Connecticut,4546,1690,19,0,138227,,,,2697,4828,,,,
2021-06-20,Connecticut,4549,1690,19,0,143190,,,,2697,4828,,,,
2021-06-27,Connecticut,4557,,19,,,,,,2697,4828,,,,
2021-07-04,Connecticut,4565,,19,,,,,,2697,4828,,,,
2021-07-11,Connecticut,4565,,19,,,,,,2697,4835,,,,
2021-07-18,Connecticut,4588,,19,,,,,,2697,4835,,,,
2020-03-22,Delaware,0,0,0,0,,4,,,,,,,,
2020-03-29,Delaware,0,2,0,0,,5,,,,,,,,
2020-04-05,Delaware,2,6,0,0,,,,,,,,,,
2020-04-12,Delaware,20,21,1,0,,,,,,,,,,
2020-04-19,Delaware,41,26,1,0,,136,,,,,,,,
2020-04-26,Delaware,67,38,3,0,,200,,,,,,,,
2020-05-03,Delaware,125,64,3,0,,267,,,,,,,,
2020-05-10,Delaware,139,85,6,0,,,,,,,,,,
2020-05-17,Delaware,147,88,6,0,,,,,,,,,,
2020-05-24,Delaware,148,88,7,0,,282,,,,,,,,
2020-05-31,Delaware,148,89,7,0,,,,,,,,,,
2020-06-07,Delaware,148,92,7,0,,299,,,,,,,,
2020-06-14,Delaware,148,92,7,0,,,,,,,,,,
2020-06-21,Delaware,148,93,7,0,,300,,,,,,,,
2020-06-28,Delaware,198,99,7,1,,306,,,,,,,,
2020-07-05,Delaware,295,118,7,1,,747,,,,,,,,
2020-07-12,Delaware,488,147,7,0,,,,,,,,,,
2020-07-19,Delaware,511,158,8,1,,,,,,,,,,
2020-07-26,Delaware,529,161,8,1,,,,,,,,,,
2020-08-02,Delaware,529,167,9,1,,,,,,,,,,
2020-08-09,Delaware,529,168,10,1,,,,,,,,,,
2020-08-16,Delaware,541,169,10,1,1581,,,,,,,,,
2020-08-23,Delaware,541,169,10,1,1589,,,,,,,,,
2020-08-30,Delaware,530,170,10,1,,,,,,,,,,
2020-09-06,Delaware,530,170,11,1,,,,,,,,,,
2020-09-13,Delaware,546,173,11,1,1732,,,,,,,,,
2020-09-20,Delaware,542,172,11,1,,,,,,,,,,
2020-09-27,Delaware,571,184,11,1,1860,,,,,,,,,
2020-10-04,Delaware,559,178,11,1,,,,,,,,,,
2020-10-11,Delaware,558,193,11,1,,,,,,,,,,
2020-10-18,Delaware,558,193,11,1,,,,,,,,,,
2020-10-25,Delaware,575,208,11,1,2002,,,,,,,,,
2020-11-01,Delaware,579,211,11,1,2046,,,,,,,,,
2020-11-08,Delaware,579,219,11,1,2118,,,,,,,,,
2020-11-15,Delaware,618,237,11,1,6001,,,,,,,,,
2020-11-22,Delaware,642,248,11,1,,,,,,,,,,
2020-11-29,Delaware,1093,339,11,1,7198,,,,,,,,,
2020-12-06,Delaware,1302,407,11,1,,,,,,,,,,
2020-12-13,Delaware,1372,428,11,1,,,,,,,,,,
2020-12-20,Delaware,1564,537,12,1,,,,,,,0,0,,
2020-12-27,Delaware,1762,573,12,1,,,,,,,0,0,,
2021-01-03,Delaware,1791,618,12,1,,,190,,,,0,0,,
2021-01-10,Delaware,1899,640,12,1,10270,,221,,,,0,0,,
2021-01-17,Delaware,1852,640,12,1,,,136,,,,0,0,,
2021-01-24,Delaware,1880,610,13,1,,,75,,,,0,0,,
2021-01-31,Delaware,1942,710,13,1,,,138,,,,0,0,,
2021-02-07,Delaware,1942,716,13,1,,,138,,,,0,0,,
2021-02-14,Delaware,1953,716,13,1,,,37,,,,0,0,,
2021-02-21,Delaware,1955,720,13,1,,,10,,,,0,0,,
2021-02-28,Delaware,2012,720,13,1,11954,,5,,,,0,0,,
2021-03-07,Delaware,1954,729,13,1,,,3,,1054,114,23,560,,
2021-03-14,Delaware,1954,729,13,1,,,3,,1054,114,89,773,,
2021-03-21,Delaware,1961,733,13,1,,,7,,1056,210,89,773,,
2021-03-28,Delaware,1964,743,13,1,12665,,7,,1265,649,116,911,765,2150
2021-04-04,Delaware,2030,743,13,1,13004,,6,,1265,1592,151,911,765,2150
2021-04-11,Delaware,1974,743,13,1,13272,,10,,1268,1819,1325,1015,,2150
2021-04-18,Delaware,2040,743,13,1,,,6,,1268,1819,1325,911,,
2021-04-25,Delaware,1984,759,13,1,,,11,10,1301,1981,238,1015,,
2021-05-02,Delaware,2044,764,13,1,13750,,6,9,1280,2020,998,1116,,
2021-05-09,Delaware,1988,763,13,1,,,6,9,1280,2020,998,1116,,
2021-05-16,Delaware,2049,,13,1,14077,,,,,,1793,1128,,
2021-05-23,Delaware,1993,768,13,1,,,6,4,1283,2217,1793,1128,,
2021-05-30,Delaware,,,13,1,,,,,,,,,,
2021-06-06,Delaware,2064,769,13,1,14546,,,,,,2004,1129,,
2021-06-13,Delaware,2008,768,13,,,,5,0,1291,2540,2004,1129,,
2021-06-20,Delaware,2008,770,13,,15841,,5,0,1303,2668,2058,1130,,
2021-06-27,Delaware,2002,770,13,,,,1,0,1303,2668,2058,1130,,
2021-07-04,Delaware,2002,770,13,,,,1,0,1303,2668,2058,1130,,
2021-07-11,Delaware,2002,770,13,,,,1,0,1303,2668,2058,1130,,
2021-07-18,Delaware,2002,770,13,,,,1,0,1303,2668,2058,1130,,
2020-10-04,District of Columbia,217,101,1,1,,,,,,,,,,
2020-10-11,District of Columbia,217,101,1,1,,,,,,,,,,
2020-10-18,District of Columbia,217,101,1,1,,,,,,,,,,
2020-10-25,District of Columbia,217,102,1,1,,,,,,,,,,
2020-11-01,District of Columbia,217,102,1,1,,,,,,,,,,
2020-11-08,District of Columbia,217,105,1,1,,,,,,,,,,
2020-11-15,District of Columbia,218,111,1,1,,,,,,,,,,
2020-11-22,District of Columbia,218,114,1,1,,,,,,,,,,
2020-11-29,District of Columbia,218,120,1,1,,,,,,,,,,
2020-12-06,District of Columbia,218,122,1,1,,,,,,,,,,
2020-12-13,District of Columbia,222,133,1,1,,,,,,,,,,
2020-12-20,District of Columbia,224,139,1,1,,,,,,,,,,
2020-12-27,District of Columbia,227,148,1,1,,,,,,,,,,
2021-01-03,District of Columbia,228,155,1,1,,,,,,,,,,
2021-01-10,District of Columbia,229,165,1,1,,,,,,,,,,
2021-01-17,District of Columbia,232,168,1,2,,,,,,,,,,
2021-01-24,District of Columbia,233,174,1,2,,,,,,,,,,
2021-01-31,District of Columbia,244,177,1,2,,,,,,,,,,
2021-02-07,District of Columbia,244,180,1,2,,,,,,,,,,
2021-02-14,District of Columbia,244,184,1,3,,,,,,,,,,
2021-02-21,District of Columbia,246,190,1,3,,,,,,,,,,
2021-02-28,District of Columbia,250,190,1,3,,,,,,,,,,
2021-03-07,District of Columbia,252,191,1,3,,,,,,,,,,
2021-03-14,District of Columbia,253,194,1,3,,,,,,,,,,
2021-03-21,District of Columbia,254,196,1,3,,,,,,,,,,
2021-03-28,District of Columbia,254,199,1,3,,,,,,,,,,
2021-04-04,District of Columbia,258,203,1,3,,,,,,,,,,
2021-04-11,District of Columbia,262,208,1,3,,,,,,,,,,
2021-04-18,District of Columbia,262,208,1,3,,,,,,,,,,
2021-04-25,District of Columbia,263,209,1,3,,,,,,,,,,
2021-05-02,District of Columbia,263,209,1,3,,,,,,,,,,
2021-05-09,District of Columbia,264,209,1,3,,,,,,,,,,
2021-05-16,District of Columbia,265,210,1,3,,,,,,,,,,
2021-05-23,District of Columbia,265,210,1,3,,,,,,,,,,
2021-05-30,District of Columbia,265,210,1,3,,,,,,,,,,
2021-06-06,District of Columbia,265,210,1,3,,,,,,,,,,
2021-06-13,District of Columbia,265,210,1,3,,,,,,,,,,
2021-06-20,District of Columbia,265,210,1,3,,,,,,,,,,
2021-06-27,District of Columbia,265,210,1,3,,,,,,,,,,
2021-07-04,District of Columbia,265,210,1,3,,,,,,,,,,
2021-07-11,District of Columbia,265,210,1,3,,,,,,,,,,
2021-07-18,District of Columbia,265,210,1,3,,,,,,,,,,
2020-03-22,Federal,10,8,0,0,,,,,,,,,,
2020-03-29,Federal,60,37,3,0,,,,,,,,,,
2020-04-05,Federal,275,92,8,0,,,,,,,,,,
2020-04-12,Federal,509,283,18,0,,,,,,,,,,
2020-04-19,Federal,838,394,24,0,,,,,,,,,,
2020-04-26,Federal,1979,475,31,0,,,,,,,,,,
2020-05-03,Federal,2701,514,42,0,,,,,,,,,,
2020-05-10,Federal,4365,548,52,0,,,,,,,,,,
2020-05-17,Federal,4664,577,59,0,,,,,,,,,,
2020-05-24,Federal,5239,600,65,0,,,,,,,,,,
2020-05-31,Federal,5815,623,73,0,,,,,,,,,,
2020-06-07,Federal,6394,644,81,1,,,,,,,,,,
2020-06-14,Federal,6458,671,88,1,,17262,,,,,,,,
2020-06-21,Federal,6621,692,91,1,,19934,,,,,,,,
2020-06-28,Federal,6947,728,94,1,,22110,,,,,,,,
2020-07-05,Federal,7639,794,98,1,,25310,,,,,,,,
2020-07-12,Federal,8896,887,99,1,,29067,,,,,,,,
2020-07-19,Federal,10154,995,102,1,,33336,,,,,,,,
2020-07-26,Federal,10779,1142,105,1,,36226,,,,,,,,
2020-08-02,Federal,11213,1263,109,1,,38364,,,,,,,,
2020-08-09,Federal,11524,1355,116,1,,41058,,,,,,,,
2020-08-16,Federal,11953,1436,120,1,,44492,,,,,,,,
2020-08-23,Federal,12525,1532,122,1,,46999,,,,,,,,
2020-08-30,Federal,13139,1596,125,2,,49591,,,,,,,,
2020-09-06,Federal,13539,1631,126,2,,51393,,,,,,,,
2020-09-13,Federal,14215,1695,129,2,,53683,,,,,,,,
2020-09-20,Federal,15016,1773,131,2,,56220,,,,,,,,
2020-09-27,Federal,15595,1850,133,2,,58849,,,,,,,,
2020-10-04,Federal,16012,1914,134,2,,60916,,,,,,,,
2020-10-11,Federal,16446,1954,135,2,,63111,,,,,,,,
2020-10-18,Federal,17449,2066,136,2,,66060,,,,,,,,
2020-10-25,Federal,18166,2198,137,2,,70122,2545,920,,,,,,
2020-11-01,Federal,19184,2327,141,2,,71714,2173,946,,,,,,
2020-11-08,Federal,20495,2526,148,2,,75443,3422,1091,,,,,,
2020-11-15,Federal,22203,2792,152,2,,77438,4296,1220,,,,,,
2020-11-22,Federal,24317,3122,157,2,,80095,4793,1396,,,,,,
2020-11-29,Federal,26388,3408,161,2,,83062,6607,1650,,,,,,
2020-12-06,Federal,30312,3791,165,2,,85725,7443,1718,,,,,,
2020-12-13,Federal,33410,4159,180,2,,91196,8802,1823,,,,,,
2020-12-20,Federal,36533,4340,184,2,,93548,7563,1705,,,,,,
2020-12-27,Federal,39556,4489,193,2,,96227,9243,1748,,,,,,
2021-01-03,Federal,42066,4835,198,3,,97961,8723,2058,,,,,,
2021-01-10,Federal,44757,5605,205,3,,99166,7236,2204,,,,,,
2021-01-17,Federal,45317,5772,221,3,,100314,6144,2229,,,,,,
2021-01-24,Federal,47183,6022,226,3,,101714,4210,2091,,,,,,
2021-01-31,Federal,47615,6163,232,3,,102306,3653,1860,7287,5072,5072,7287,,
2021-02-07,Federal,48071,6269,234,4,,103625,2719,1779,9566,7316,7316,9566,,
2021-02-14,Federal,48519,6339,239,4,,104022,2085,1717,10226,7929,7929,10226,,
2021-02-21,Federal,49144,6452,239,4,,105807,2180,1727,12226,9943,9943,12226,,
2021-02-28,Federal,49324,6511,242,4,,106481,1577,1640,14582,12223,12223,14582,,
2021-03-07,Federal,47233,6547,243,4,,107200,974,1633,15870,14332,14332,15870,,
2021-03-14,Federal,47088,6641,243,4,,107978,759,1547,16227,16841,16841,16227,,
2021-03-21,Federal,47038,6665,245,4,,108750,618,1383,16690,22300,22300,16690,,
2021-03-28,Federal,46922,6721,246,4,,109653,504,1294,17100,28901,28901,17100,,
2021-04-04,Federal,46635,6773,246,4,,109824,417,1290,17445,33895,33895,17445,,
2021-04-11,Federal,46528,6831,248,4,,110433,416,1266,17677,40261,40261,17677,,
2021-04-18,Federal,46428,6850,251,4,,111238,453,613,17796,43848,43848,17796,,
2021-04-25,Federal,46197,6872,251,4,,112146,368,184,18044,51455,51455,18044,,
2021-05-02,Federal,45910,6910,252,4,,112876,206,173,18261,58264,58264,18261,,
2021-05-09,Federal,45748,6932,252,4,,113680,134,182,18663,61338,61338,18663,,
2021-05-16,Federal,45533,6946,253,4,,114618,95,158,18836,68086,68086,18836,,
2021-05-23,Federal,45112,6965,255,4,,114258,74,133,18878,69182,69182,18878,,
2021-05-30,Federal,45074,6972,255,4,,115646,105,139,19040,75164,75164,19040,,
2021-06-06,Federal,44800,6979,256,4,,115758,111,134,19093,77027,77027,19093,,
2021-06-13,Federal,44502,6997,256,4,,115955,124,139,19171,79939,79939,19171,,
2021-06-20,Federal,44078,7008,258,4,,115770,82,138,19209,81141,81141,19209,,
2021-06-27,Federal,43852,,249,4,,116355,53,138,19231,82102,82102,19231,,
2021-07-04,Federal,43571,,249,4,,116875,33,148,19268,82883,82883,19268,,
2021-07-11,Federal,43369,,249,4,,117111,141,137,19370,84084,84084,19370,,
2021-07-18,Federal,43061,,249,4,,117235,169,115,19374,84334,84334,19374,,
2020-03-22,Florida,0,7,0,0,,,,,,,,,,
2020-03-29,Florida,1,23,0,0,,,,,,,,,,
2020-04-05,Florida,35,48,0,0,,,,,,,,,,
2020-04-12,Florida,45,72,3,0,,292,,,,,,,,
2020-04-19,Florida,190,128,4,0,,387,,,,,,,,
2020-04-26,Florida,321,155,7,0,,447,,,,,,,,
2020-05-03,Florida,609,191,9,0,,805,,,,,,,,
2020-05-10,Florida,1065,236,10,0,,6392,,,,,,,,
2020-05-17,Florida,1290,248,11,0,,9690,,,,,,,,
2020-05-24,Florida,1502,266,12,0,,12411,,,,,,,,
2020-05-31,Florida,1565,293,17,0,,14754,,,,,,,,
2020-06-07,Florida,1624,306,18,0,,15409,,,,,,,,
2020-06-14,Florida,1712,332,19,0,,17070,,,,,,,,
2020-06-21,Florida,1943,421,23,0,,18697,,,,,,,,
2020-06-28,Florida,2089,533,24,0,22771,,,,,,,,,
2020-07-05,Florida,2576,791,27,0,24879,,,,,,,,,
2020-07-12,Florida,3628,1042,32,0,28471,,,,,,,,,
2020-07-19,Florida,5158,1318,37,0,38427,,,,,,,,,
2020-07-26,Florida,8423,1732,51,0,45885,,,,,,,,,
2020-08-02,Florida,11980,2010,63,2,,,,,,,,,,
2020-08-09,Florida,14746,2247,76,3,73407,,,,,,,,,
2020-08-16,Florida,15300,2389,77,4,,,,,,,,,,
2020-08-23,Florida,15501,2556,88,3,,,,,,,,,,
2020-08-30,Florida,15632,2699,102,3,79437,,,,,,,,,
2020-09-06,Florida,15812,2772,114,3,79518,,,,,,,,,
2020-09-13,Florida,16081,2940,117,3,80052,,,,,,,,,
2020-09-20,Florida,16237,3062,127,3,80523,,,,,,,,,
2020-09-27,Florida,16384,3168,134,6,81268,,,,,,,,,
2020-10-04,Florida,16430,3241,141,3,82570,,,,,,,,,
2020-10-11,Florida,16484,3313,154,3,82631,,,,,,,,,
2020-10-18,Florida,16606,3415,161,3,82806,,,,,,,,,
2020-10-25,Florida,16632,3472,170,4,82852,,,,,,,,,
2020-11-01,Florida,16698,3530,180,4,84331,,,,,,,,,
2020-11-08,Florida,16974,3597,184,,84360,,,,,,,,,
2020-11-15,Florida,17010,3676,187,4,84463,,,,,,,,,
2020-11-22,Florida,17015,3735,187,4,84487,,,,,,,,,
2020-11-29,Florida,17022,3882,189,4,84541,,,,,,,,,
2020-12-06,Florida,17037,3949,189,4,85161,,,,,,,,,
2020-12-13,Florida,17208,4073,189,4,85224,,,,,,,,,
2020-12-20,Florida,17497,4232,189,,,,,,,,0,0,,
2020-12-27,Florida,17537,4389,191,,,,,,,,0,0,,
2021-01-03,Florida,17560,4603,196,,,,,,,,0,0,,
2021-01-10,Florida,17614,4953,204,5,,,,,,,0,0,,
2021-01-17,Florida,17734,4955,205,6,,,,,,,0,0,,
2021-01-24,Florida,17753,5104,205,6,,,,,,,0,0,,
2021-01-31,Florida,17767,5234,205,6,,,,,,,0,0,,
2021-02-07,Florida,17807,5336,205,,,,,,,,0,0,,
2021-02-14,Florida,17864,5439,205,6,,,,,,,0,0,,
2021-02-21,Florida,17876,5501,208,6,,,,,,,0,0,,
2021-02-28,Florida,17892,5557,210,6,,,,,,,0,0,,
2021-03-07,Florida,17907,5604,210,,,,,,,,0,0,,
2021-03-14,Florida,17918,5643,210,7,,,,,,,0,0,,
2021-03-21,Florida,17930,5679,213,7,,,,,,,0,0,,
2021-03-28,Florida,17986,5731,213,7,,,,,,,0,0,,
2021-04-04,Florida,17994,5782,214,,,,,,,,,,,
2021-04-11,Florida,18048,5829,215,9,,,,,,,,,,
2021-04-18,Florida,18053,5876,216,9,,,,,,,,,,
2021-04-25,Florida,18059,5917,218,9,,,,,,,,,,
2021-05-02,Florida,18069,5970,218,9,,,,,,,,,,
2021-05-09,Florida,18069,5970,221,9,,,,,,,,,,
2021-05-16,Florida,18071,6036,221,9,,,,,,,,,,
2021-05-23,Florida,18071,6036,221,9,,,,,,,,,,
2021-05-30,Florida,18072,6066,221,9,,,,,,,,,,
2021-06-06,Florida,18072,6066,221,9,,,,,,,,,,
2021-06-13,Florida,18072,6066,221,9,,,,,,,,,,
2021-06-20,Florida,18072,6066,221,9,,,,,,,,,,
2021-06-27,Florida,18072,6066,221,9,,,,,,,,,,
2021-07-04,Florida,18072,6066,221,9,,,,,,,,,,
2021-07-11,Florida,18072,6066,221,9,,,,,,,,,,
2021-07-18,Florida,18072,6066,221,9,,,,,,,,,,
2020-03-22,Georgia,4,,1,0,,,,,,,,,,
2020-03-29,Georgia,14,22,1,0,,,,,,,,,,
2020-04-05,Georgia,48,55,3,0,,,,,,,,,,
2020-04-12,Georgia,143,74,3,1,,,,,,,,,,
2020-04-19,Georgia,197,78,6,1,,,,,,,,,,
2020-04-26,Georgia,273,88,9,1,,,,,,,,,,
2020-05-03,Georgia,346,133,10,1,,,,,,,,,,
2020-05-10,Georgia,375,152,13,1,,,,,,,,,,
2020-05-17,Georgia,407,158,17,1,,,,,,,,,,
2020-05-24,Georgia,419,165,17,1,,,,,,,,,,
2020-05-31,Georgia,427,175,18,1,,,,,,,,,,
2020-06-07,Georgia,490,185,20,1,,,,,,,,,,
2020-06-14,Georgia,534,194,20,1,,,,,,,,,,
2020-06-21,Georgia,703,215,22,1,,,,,,,,,,
2020-06-28,Georgia,715,232,23,1,,,,,,,,,,
2020-07-05,Georgia,754,283,24,1,,,,,,,,,,
2020-07-12,Georgia,843,330,26,1,,,,,,,,,,
2020-07-19,Georgia,852,404,29,1,,,,,,,,,,
2020-07-26,Georgia,940,500,33,1,,,,,,,,,,
2020-08-02,Georgia,1047,536,33,1,,,,,,,,,,
2020-08-09,Georgia,1204,602,35,1,,,,,,,,,,
2020-08-16,Georgia,1318,691,41,1,,,,,,,,,,
2020-08-23,Georgia,1592,752,44,2,,,,,,,,,,
2020-08-30,Georgia,1727,807,52,2,,,,,,,,,,
2020-09-06,Georgia,1752,820,54,2,,,,,,,,,,
2020-09-13,Georgia,1813,858,59,2,,,,,,,,,,
2020-09-20,Georgia,1851,880,61,2,,,,,,,,,,
2020-09-27,Georgia,1876,901,65,2,,,,,,,,,,
2020-10-04,Georgia,1923,931,70,2,,,,,,,,,,
2020-10-11,Georgia,1950,944,71,2,,,,,,,,,,
2020-10-18,Georgia,2033,984,77,2,,,,,,,,,,
2020-10-25,Georgia,2058,1012,78,2,,,,,,,,,,
2020-11-01,Georgia,2080,1022,79,2,,,,,,,,,,
2020-11-08,Georgia,2125,1044,80,2,,,,,,,,,,
2020-11-15,Georgia,2184,1063,80,2,,,,,,,,,,
2020-11-22,Georgia,2283,1074,82,2,,,,,,,,,,
2020-11-29,Georgia,2360,1113,82,2,,,,,,,,,,
2020-12-06,Georgia,2406,1127,82,2,,,,,,,,,,
2020-12-13,Georgia,2520,1206,83,2,,,,,,,,,,
2020-12-20,Georgia,2596,1260,84,2,,,,,,,0,0,,
2020-12-27,Georgia,2703,1303,85,2,,,,,,,0,0,,
2021-01-03,Georgia,2871,1379,86,2,,,,,,,0,0,,
2021-01-10,Georgia,2956,1444,87,2,,,,,,,0,0,,
2021-01-17,Georgia,3127,1497,88,2,,,,,,,0,0,,
2021-01-24,Georgia,3321,1545,88,2,,,,,,,0,0,,
2021-01-31,Georgia,3379,1573,88,4,,,,,,,0,0,,
2021-02-07,Georgia,3463,1596,88,4,,,,,,,0,0,,
2021-02-14,Georgia,3517,1615,88,4,,,,,,,0,0,,
2021-02-21,Georgia,3552,1640,89,4,,,,,,,0,0,,
2021-02-28,Georgia,3620,1658,92,4,,,,,,,0,0,,
2021-03-07,Georgia,3632,1673,92,4,,,,,,,0,0,,
2021-03-14,Georgia,3667,1686,93,4,,,,,,,,,,
2021-03-21,Georgia,3705,1693,93,4,,,,,,,,,,
2021-03-28,Georgia,3714,1698,93,4,,,,,,,,,,
2021-04-04,Georgia,3739,1704,93,4,,,,,,,,,,
2021-04-11,Georgia,3799,1713,93,4,,,,,,,,,,
2021-04-18,Georgia,3961,2263,93,4,,,,,1191,6323,,,,
2021-04-25,Georgia,4017,2268,93,4,,,,,1285,11683,,,,
2021-05-02,Georgia,4020,2278,93,4,,,,,1362,16361,,,,
2021-05-09,Georgia,4023,2284,93,4,,,,,1448,21901,,,,
2021-05-16,Georgia,4025,2286,93,4,,,,,1494,22681,,,,
2021-05-23,Georgia,4026,2288,93,4,,,,,1494,24139,,,,
2021-05-30,Georgia,4027,2296,93,4,,,,,1589,25364,,,,
2021-06-06,Georgia,4028,2299,93,4,,,,,1629,25957,,,,
2021-06-13,Georgia,4028,2307,93,4,,,,,1650,26569,,,,
2021-06-20,Georgia,4029,2309,93,4,,,,,1672,27743,,,,
2021-06-27,Georgia,4029,2313,93,4,,,,,1672,28423,,,,
2021-07-04,Georgia,4031,2314,93,4,,,,,1709,28963,,,,
2021-07-11,Georgia,4034,2316,93,4,,,,,1726,29115,,,,
2021-07-18,Georgia,159,564,,,,,,,,,,,,
2020-03-22,Hawaii,0,0,0,0,,,,,,,,,,
2020-03-29,Hawaii,0,0,0,0,,,,,,,,,,
2020-04-05,Hawaii,0,,0,,,2,,,,,,,,
