State,Web.Group,Measure,Val,Rate,Date
Montana,Prison,Residents.Deaths,6,0.0013309671694764862,2021-08-03
Montana,Prison,Residents.Initiated,,,2021-08-03
Montana,Prison,Residents.Tadmin,,,2021-08-03
Montana,Prison,Residents.Tested,,,2021-08-03
Montana,Prison,Residents.Vadmin,,,2021-08-03
Montana,Prison,Staff.Active,,,2021-08-03
Montana,Prison,Staff.Completed,,,2021-08-03
Montana,Prison,Staff.Confirmed,285,0.22161741835147744,2021-08-03
Montana,Prison,Staff.Deaths,0,0,2021-08-03
Montana,Prison,Staff.Initiated,,,2021-08-03
Montana,Prison,Staff.Tested,,,2021-08-03
Montana,Prison,Staff.Vadmin,,,2021-08-03
Nebraska,Prison,Residents.Active,,,2021-08-03
Nebraska,Prison,Residents.Completed,,,2021-08-03
Nebraska,Prison,Residents.Confirmed,985,0.17523572318092867,2021-08-03
Nebraska,Prison,Residents.Deaths,6,0.0010674257249599715,2021-08-03
Nebraska,Prison,Residents.Initiated,,,2021-08-03
Nebraska,Prison,Residents.Tadmin,6796,1.2090375378046612,2021-08-03
Nebraska,Prison,Residents.Tested,3679,0.6545098736879559,2021-08-03
Nebraska,Prison,Residents.Vadmin,,,2021-08-03
Nebraska,Prison,Staff.Active,,,2021-08-03
Nebraska,Prison,Staff.Completed,,,2021-08-03
Nebraska,Prison,Staff.Confirmed,,,2021-08-03
Nebraska,Prison,Staff.Deaths,,,2021-08-03
Nebraska,Prison,Staff.Initiated,,,2021-08-03
Nebraska,Prison,Staff.Tested,,,2021-08-03
Nebraska,Prison,Staff.Vadmin,,,2021-08-03
Nevada,Prison,Residents.Active,,,2021-08-03
Nevada,Prison,Residents.Completed,,,2021-08-03
Nevada,Prison,Residents.Confirmed,4576,0.3695090439276486,2021-08-03
Nevada,Prison,Residents.Deaths,49,0.004116263440860215,2021-08-03
Nevada,Prison,Residents.Initiated,,,2021-08-03
Nevada,Prison,Residents.Tadmin,,,2021-08-03
Nevada,Prison,Residents.Tested,,,2021-08-03
Nevada,Prison,Residents.Vadmin,,,2021-08-03
Nevada,Prison,Staff.Active,,,2021-08-03
Nevada,Prison,Staff.Completed,,,2021-08-03
Nevada,Prison,Staff.Confirmed,1040,0.39423805913570886,2021-08-03
Nevada,Prison,Staff.Deaths,3,0.0011372251705837756,2021-08-03
Nevada,Prison,Staff.Initiated,,,2021-08-03
Nevada,Prison,Staff.Tested,,,2021-08-03
Nevada,Prison,Staff.Vadmin,,,2021-08-03
New Hampshire,Prison,Residents.Active,0,0,2021-08-03
New Hampshire,Prison,Residents.Completed,1690,0.6762705082032813,2021-08-03
New Hampshire,Prison,Residents.Confirmed,460,0.1840736294517807,2021-08-03
New Hampshire,Prison,Residents.Deaths,3,0.0012004801920768306,2021-08-03
New Hampshire,Prison,Residents.Initiated,1696,0.678671468587435,2021-08-03
New Hampshire,Prison,Residents.Tadmin,2101,0.8635429510891903,2021-08-03
New Hampshire,Prison,Residents.Tested,,,2021-08-03
New Hampshire,Prison,Residents.Vadmin,3102,1.241296518607443,2021-08-03
New Hampshire,Prison,Staff.Active,0,0,2021-08-03
New Hampshire,Prison,Staff.Completed,,,2021-08-03
New Hampshire,Prison,Staff.Confirmed,186,0.22600243013365734,2021-08-03
New Hampshire,Prison,Staff.Deaths,0,0,2021-08-03
New Hampshire,Prison,Staff.Initiated,,,2021-08-03
New Hampshire,Prison,Staff.Tested,,,2021-08-03
New Hampshire,Prison,Staff.Vadmin,,,2021-08-03
New Jersey,Prison,Residents.Active,,,2021-08-03
New Jersey,Prison,Residents.Completed,,,2021-08-03
New Jersey,Prison,Residents.Confirmed,4806,0.26064320190899726,2021-08-03
New Jersey,Prison,Residents.Deaths,53,0.002874342426378871,2021-08-03
New Jersey,Prison,Residents.Initiated,10228,0.5546938554151527,2021-08-03
New Jersey,Prison,Residents.Tadmin,310312,16.82911220782038,2021-08-03
New Jersey,Prison,Residents.Tested,,,2021-08-03
New Jersey,Prison,Residents.Vadmin,,,2021-08-03
New Jersey,Prison,Staff.Active,,,2021-08-03
